epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
247,7980.88,0.16681,0.16644,0.0418,0.13591,0.8659,0.9997,1,0.995,0.94355,0.9997,1,0.995,0.96648,0.32798,0.20134,0.07077,0.20729,0.66151,0.00102584,0.00102584,0.00102584
248,8013.08,0.17708,0.17753,0.044,0.13964,0.87237,0.9997,1,0.995,0.9383,0.9997,1,0.995,0.97011,0.32699,0.18108,0.06455,0.21196,0.66187,0.00102188,0.00102188,0.00102188
249,8045.37,0.16462,0.15022,0.04329,0.13393,0.86128,0.99975,1,0.995,0.92958,0.99975,1,0.995,0.96841,0.34643,0.19407,0.08348,0.21605,0.6932,0.00101792,0.00101792,0.00101792
250,8077.44,0.17553,0.15914,0.04245,0.13755,0.86956,0.99974,1,0.995,0.93512,0.99974,1,0.995,0.96215,0.35227,0.2094,0.08849,0.22292,0.69301,0.00101396,0.00101396,0.00101396
251,8109.23,0.16357,0.14978,0.04204,0.13132,0.86804,0.9997,1,0.995,0.93504,0.9997,1,0.995,0.95814,0.33218,0.2113,0.086,0.21561,0.67559,0.00101,0.00101,0.00101
252,8141.34,0.16489,0.15375,0.04162,0.13428,0.87637,0.99976,1,0.995,0.93762,0.99976,1,0.995,0.95165,0.32726,0.22534,0.08287,0.21915,0.6708,0.00100604,0.00100604,0.00100604
253,8173.52,0.16739,0.16322,0.04173,0.13609,0.867,0.99974,1,0.995,0.94178,0.99974,1,0.995,0.96355,0.32815,0.2169,0.06708,0.22535,0.68391,0.00100208,0.00100208,0.00100208
254,8205.71,0.15837,0.15173,0.04202,0.13187,0.86027,0.99955,1,0.995,0.9374,0.99955,1,0.995,0.97071,0.3242,0.18413,0.06091,0.22212,0.66988,0.00099812,0.00099812,0.00099812
255,8238.01,0.1651,0.14888,0.04091,0.13274,0.85851,0.99961,1,0.995,0.94569,0.99961,1,0.995,0.96891,0.31409,0.19211,0.05931,0.20651,0.65117,0.00099416,0.00099416,0.00099416
256,8272.01,0.16309,0.14601,0.04051,0.13367,0.86904,0.99965,1,0.995,0.93108,0.99965,1,0.995,0.9652,0.33485,0.18759,0.05634,0.2142,0.67297,0.0009902,0.0009902,0.0009902
257,8303.93,0.16598,0.14936,0.04203,0.13733,0.86405,0.99975,1,0.995,0.93754,0.99975,1,0.995,0.96707,0.31695,0.19568,0.06261,0.22485,0.66307,0.00098624,0.00098624,0.00098624
258,8335.99,0.16402,0.1583,0.0418,0.13645,0.87751,0.99974,1,0.995,0.94026,0.99974,1,0.995,0.96792,0.33564,0.19011,0.06291,0.22453,0.663,0.00098228,0.00098228,0.00098228
259,8367.98,0.17442,0.1656,0.04173,0.13919,0.87211,0.99974,1,0.995,0.94776,0.99974,1,0.995,0.97813,0.3267,0.20071,0.06323,0.22329,0.659,0.00097832,0.00097832,0.00097832
260,8401.72,0.17026,0.17727,0.04346,0.13921,0.87106,0.99971,1,0.995,0.94555,0.99971,1,0.995,0.97086,0.32124,0.19515,0.07557,0.23796,0.65521,0.00097436,0.00097436,0.00097436
261,8433.68,0.16435,0.16611,0.03947,0.13551,0.86201,0.99976,1,0.995,0.94967,0.99976,1,0.995,0.97008,0.32018,0.1914,0.06667,0.23087,0.65522,0.0009704,0.0009704,0.0009704
262,8465.78,0.15783,0.14275,0.03954,0.13031,0.86839,0.99975,1,0.995,0.94746,0.99975,1,0.995,0.96978,0.32017,0.18486,0.07442,0.22427,0.6579,0.00096644,0.00096644,0.00096644
263,8497.92,0.16937,0.14864,0.03956,0.13847,0.86781,0.99975,1,0.995,0.93843,0.99975,1,0.995,0.97281,0.32517,0.17979,0.0637,0.21742,0.6691,0.00096248,0.00096248,0.00096248
264,8530.08,0.17725,0.14038,0.03938,0.13589,0.87299,0.99975,1,0.995,0.92956,0.99975,1,0.995,0.97758,0.33974,0.15924,0.05586,0.22182,0.67595,0.00095852,0.00095852,0.00095852
265,8562.11,0.16177,0.1386,0.04001,0.13014,0.85748,1,1,0.995,0.94128,1,1,0.995,0.97812,0.31636,0.16977,0.06357,0.21551,0.64737,0.00095456,0.00095456,0.00095456
266,8594.12,0.1651,0.14723,0.04081,0.13397,0.87066,0.99976,1,0.995,0.94026,0.99976,1,0.995,0.97179,0.32867,0.17584,0.05423,0.22334,0.66367,0.0009506,0.0009506,0.0009506
267,8626.21,0.15842,0.15717,0.039,0.13161,0.86721,0.99975,1,0.995,0.94002,0.99975,1,0.995,0.97206,0.31329,0.1764,0.05298,0.22219,0.6519,0.00094664,0.00094664,0.00094664
268,8657.11,0.16055,0.15099,0.03916,0.13063,0.86449,0.99963,1,0.995,0.94284,0.99963,1,0.995,0.9709,0.30736,0.17568,0.05934,0.21117,0.65162,0.00094268,0.00094268,0.00094268
269,8688.51,0.15744,0.13844,0.03871,0.12693,0.87077,0.99967,1,0.995,0.94902,0.99967,1,0.995,0.97185,0.30786,0.17991,0.05968,0.21159,0.65757,0.00093872,0.00093872,0.00093872
270,8720.64,0.16779,0.14271,0.04041,0.13391,0.86737,0.99971,1,0.995,0.94413,0.99971,1,0.995,0.96109,0.30957,0.20064,0.07031,0.22053,0.65036,0.00093476,0.00093476,0.00093476
271,8752.76,0.15779,0.13469,0.04064,0.12714,0.863,0.99974,1,0.995,0.94751,0.99974,1,0.995,0.96377,0.31268,0.20134,0.07413,0.21241,0.66012,0.0009308,0.0009308,0.0009308
272,8784.88,0.15687,0.14502,0.04106,0.12903,0.86359,0.99973,1,0.995,0.94164,0.99973,1,0.995,0.96539,0.31706,0.18833,0.05934,0.20533,0.65558,0.00092684,0.00092684,0.00092684
273,8817.08,0.15175,0.133,0.03741,0.12829,0.85804,0.99975,1,0.995,0.93785,0.99975,1,0.995,0.97145,0.31793,0.18542,0.05404,0.19856,0.65323,0.00092288,0.00092288,0.00092288
274,8849.11,0.15526,0.13842,0.03936,0.12496,0.86401,0.99975,1,0.995,0.94818,0.99975,1,0.995,0.97326,0.30912,0.17858,0.05566,0.18927,0.65335,0.00091892,0.00091892,0.00091892
275,8881.47,0.15751,0.1304,0.03918,0.1291,0.86781,0.99975,1,0.995,0.94942,0.99975,1,0.995,0.97762,0.30472,0.16793,0.05498,0.17897,0.64464,0.00091496,0.00091496,0.00091496
276,8914.95,0.15152,0.13834,0.03851,0.12572,0.86696,0.99975,1,0.995,0.94591,0.99975,1,0.995,0.96923,0.3025,0.17832,0.06541,0.18339,0.647,0.000911,0.000911,0.000911
277,8947.22,0.15547,0.15057,0.03889,0.12891,0.86406,0.99974,1,0.995,0.93649,0.99974,1,0.995,0.95438,0.31863,0.19623,0.0693,0.2013,0.66551,0.00090704,0.00090704,0.00090704
278,8979.37,0.15067,0.15249,0.04005,0.12504,0.85924,0.99975,1,0.995,0.94036,0.99975,1,0.995,0.95746,0.32393,0.19646,0.05615,0.19827,0.66412,0.00090308,0.00090308,0.00090308
279,9011.38,0.14995,0.14261,0.0379,0.12597,0.86015,0.99974,1,0.995,0.93873,0.99974,1,0.995,0.95574,0.32005,0.20223,0.0529,0.19314,0.65288,0.00089912,0.00089912,0.00089912
280,9043.49,0.15555,0.13616,0.0386,0.13017,0.86386,0.99972,1,0.995,0.9414,0.99972,1,0.995,0.96631,0.30525,0.19679,0.0573,0.19518,0.64817,0.00089516,0.00089516,0.00089516
281,9075,0.15228,0.14041,0.03793,0.12624,0.8683,0.99972,1,0.995,0.94278,0.99972,1,0.995,0.96945,0.31492,0.18521,0.05119,0.20263,0.64702,0.0008912,0.0008912,0.0008912
282,9106.98,0.15333,0.14994,0.0384,0.12653,0.86994,0.99976,1,0.995,0.93672,0.99976,1,0.995,0.97633,0.31885,0.16396,0.05819,0.20844,0.66424,0.00088724,0.00088724,0.00088724
283,9138.84,0.15465,0.13995,0.03952,0.13201,0.85987,1,1,0.995,0.94071,1,1,0.995,0.97899,0.33138,0.16526,0.06841,0.21459,0.67488,0.00088328,0.00088328,0.00088328
284,9170.62,0.15658,0.14085,0.03754,0.13045,0.8653,1,1,0.995,0.93199,1,1,0.995,0.97002,0.32878,0.1744,0.05515,0.20738,0.67435,0.00087932,0.00087932,0.00087932
285,9202.71,0.1551,0.12918,0.03722,0.12807,0.86365,0.99976,1,0.995,0.9415,0.99976,1,0.995,0.96247,0.32887,0.19421,0.05246,0.20706,0.67023,0.00087536,0.00087536,0.00087536
286,9234.81,0.15251,0.12132,0.03625,0.12526,0.87182,0.99976,1,0.995,0.94314,0.99976,1,0.995,0.97122,0.30741,0.17104,0.05277,0.18596,0.64882,0.0008714,0.0008714,0.0008714
287,9266.73,0.15329,0.13107,0.03872,0.12815,0.85809,0.99975,1,0.995,0.94607,0.99975,1,0.995,0.9682,0.32395,0.18084,0.05792,0.18316,0.65829,0.00086744,0.00086744,0.00086744
288,9298.87,0.15093,0.151,0.03978,0.12455,0.85734,0.99975,1,0.995,0.94511,0.99975,1,0.995,0.96169,0.3151,0.19078,0.05344,0.17928,0.65662,0.00086348,0.00086348,0.00086348
289,9330.7,0.1495,0.12748,0.03725,0.12353,0.8649,0.99976,1,0.995,0.94076,0.99976,1,0.995,0.95808,0.31947,0.20042,0.0558,0.19173,0.65723,0.00085952,0.00085952,0.00085952
290,9362.02,0.14872,0.12834,0.0372,0.12456,0.85084,0.99975,1,0.995,0.94116,0.99975,1,0.995,0.95667,0.31046,0.19094,0.05537,0.18687,0.64842,0.00085556,0.00085556,0.00085556
291,9393.94,0.15041,0.14823,0.03899,0.12161,0.862,0.99974,1,0.995,0.94383,0.99974,1,0.995,0.9598,0.30073,0.1827,0.05036,0.1945,0.63708,0.0008516,0.0008516,0.0008516
292,9426.01,0.14899,0.13799,0.03762,0.1231,0.85946,0.99974,1,0.995,0.94277,0.99974,1,0.995,0.96285,0.29758,0.18048,0.05324,0.19349,0.63473,0.00084764,0.00084764,0.00084764
293,9457.99,0.15119,0.12966,0.0378,0.12418,0.85744,0.99975,1,0.995,0.94339,0.99975,1,0.995,0.96683,0.31205,0.17435,0.05107,0.19944,0.64667,0.00084368,0.00084368,0.00084368
294,9489.54,0.15889,0.13881,0.0397,0.12705,0.86773,1,1,0.995,0.94594,1,1,0.995,0.96947,0.31378,0.19106,0.0545,0.18763,0.64955,0.00083972,0.00083972,0.00083972
295,9521.52,0.14869,0.12975,0.03911,0.12491,0.86644,0.99976,1,0.995,0.93964,0.99976,1,0.995,0.96803,0.31581,0.17792,0.06184,0.19231,0.65163,0.00083576,0.00083576,0.00083576
296,9553.57,0.15088,0.12754,0.03656,0.12756,0.8624,0.99975,1,0.995,0.94003,0.99975,1,0.995,0.95747,0.30867,0.18485,0.06459,0.19082,0.64879,0.0008318,0.0008318,0.0008318
297,9585.32,0.15158,0.15077,0.03897,0.1256,0.85157,0.99975,1,0.995,0.93727,0.99975,1,0.995,0.95588,0.31253,0.17612,0.06165,0.19177,0.65088,0.00082784,0.00082784,0.00082784
298,9618.72,0.15013,0.14222,0.03921,0.1218,0.86445,0.99974,1,0.995,0.93929,0.99974,1,0.995,0.96348,0.3081,0.17269,0.05298,0.18826,0.64094,0.00082388,0.00082388,0.00082388
299,9650.51,0.15102,0.13039,0.03615,0.12552,0.86854,0.99975,1,0.995,0.93801,0.99975,1,0.995,0.96086,0.32234,0.20137,0.05622,0.18541,0.65209,0.00081992,0.00081992,0.00081992
300,9683.21,0.14867,0.13567,0.03664,0.12235,0.86031,1,1,0.995,0.94662,1,1,0.995,0.96012,0.30797,0.18731,0.05157,0.17889,0.64361,0.00081596,0.00081596,0.00081596
301,9714.81,0.14642,0.13101,0.0368,0.12064,0.85928,0.99975,1,0.995,0.95743,0.99975,1,0.995,0.96307,0.29005,0.1861,0.05761,0.1703,0.63176,0.000812,0.000812,0.000812
302,9746.94,0.15091,0.13282,0.03829,0.12285,0.86838,0.99976,1,0.995,0.94718,0.99976,1,0.995,0.96955,0.2929,0.17518,0.05502,0.18706,0.63913,0.00080804,0.00080804,0.00080804
303,9778.68,0.15688,0.15665,0.03913,0.12836,0.867,1,1,0.995,0.94148,1,1,0.995,0.96618,0.31901,0.19994,0.05891,0.19482,0.66399,0.00080408,0.00080408,0.00080408
304,9810.81,0.15334,0.13696,0.03833,0.1271,0.86312,0.99975,1,0.995,0.93761,0.99975,1,0.995,0.95249,0.34443,0.22959,0.05854,0.20525,0.67261,0.00080012,0.00080012,0.00080012
305,9842.41,0.15211,0.13745,0.0386,0.12434,0.86127,0.99975,1,0.995,0.94267,0.99975,1,0.995,0.94905,0.32153,0.23004,0.06178,0.20122,0.66311,0.00079616,0.00079616,0.00079616
306,9874.52,0.14628,0.12808,0.03502,0.12405,0.86317,0.99975,1,0.995,0.94799,0.99975,1,0.995,0.94537,0.31222,0.2362,0.06717,0.21013,0.65326,0.0007922,0.0007922,0.0007922
307,9906.24,0.14997,0.12557,0.03656,0.12763,0.85757,0.99975,1,0.995,0.95799,0.99975,1,0.995,0.96249,0.27685,0.2096,0.05233,0.18862,0.61793,0.00078824,0.00078824,0.00078824
308,9938.5,0.15005,0.12783,0.03707,0.12539,0.85667,0.99976,1,0.995,0.95296,0.99976,1,0.995,0.9624,0.2889,0.2001,0.05361,0.19247,0.62962,0.00078428,0.00078428,0.00078428
309,9970.19,0.14199,0.12802,0.03754,0.11999,0.86522,1,1,0.995,0.95138,1,1,0.995,0.96916,0.30083,0.19459,0.06489,0.19728,0.64595,0.00078032,0.00078032,0.00078032
310,10002.4,0.14118,0.12128,0.03775,0.1212,0.8598,0.99976,1,0.995,0.94763,0.99976,1,0.995,0.96946,0.31107,0.17692,0.06193,0.2048,0.6579,0.00077636,0.00077636,0.00077636
311,10034.1,0.15076,0.11931,0.03459,0.12501,0.85949,1,1,0.995,0.94967,1,1,0.995,0.97205,0.30849,0.18378,0.05881,0.20624,0.65176,0.0007724,0.0007724,0.0007724
312,10066.4,0.148,0.13356,0.03867,0.12483,0.85791,0.99976,1,0.995,0.95205,0.99976,1,0.995,0.96467,0.29985,0.1911,0.06435,0.20502,0.64793,0.00076844,0.00076844,0.00076844
313,10098,0.14631,0.12101,0.03593,0.12317,0.86289,0.99976,1,0.995,0.93977,0.99976,1,0.995,0.95965,0.31756,0.21094,0.07117,0.21414,0.66412,0.00076448,0.00076448,0.00076448
314,10130,0.14599,0.11597,0.03304,0.12097,0.85519,0.99976,1,0.995,0.93984,0.99976,1,0.995,0.95803,0.30895,0.2068,0.06535,0.21346,0.65522,0.00076052,0.00076052,0.00076052
315,10161.7,0.14512,0.1246,0.03734,0.1194,0.86815,0.99976,1,0.995,0.94648,0.99976,1,0.995,0.97448,0.30224,0.18193,0.06112,0.20416,0.64962,0.00075656,0.00075656,0.00075656
316,10194.1,0.14693,0.12962,0.03933,0.11811,0.85788,1,1,0.995,0.94916,1,1,0.995,0.97405,0.29717,0.16527,0.05596,0.20061,0.64255,0.0007526,0.0007526,0.0007526
317,10225.9,0.14453,0.12805,0.03691,0.11577,0.86164,0.99975,1,0.995,0.94188,0.99975,1,0.995,0.97238,0.30387,0.17122,0.06088,0.19769,0.64598,0.00074864,0.00074864,0.00074864
318,10258,0.13986,0.12862,0.03477,0.11571,0.85651,0.99976,1,0.995,0.94486,0.99976,1,0.995,0.96967,0.30322,0.17414,0.05845,0.19914,0.64185,0.00074468,0.00074468,0.00074468
319,10289.7,0.14017,0.10798,0.03303,0.11822,0.85507,0.99975,1,0.995,0.94417,0.99975,1,0.995,0.97421,0.30448,0.15945,0.0617,0.20832,0.64452,0.00074072,0.00074072,0.00074072
320,10322,0.14027,0.12738,0.0373,0.11617,0.86001,0.99976,1,0.995,0.94003,0.99976,1,0.995,0.97605,0.30851,0.16237,0.0697,0.20517,0.65375,0.00073676,0.00073676,0.00073676
321,10353.6,0.14594,0.11879,0.0344,0.11788,0.86819,0.99976,1,0.995,0.94107,0.99976,1,0.995,0.97208,0.31721,0.16992,0.07579,0.22053,0.65587,0.0007328,0.0007328,0.0007328
322,10385.8,0.14598,0.11069,0.03414,0.12167,0.86315,0.99975,1,0.995,0.94437,0.99975,1,0.995,0.96901,0.33295,0.19204,0.07327,0.2225,0.67603,0.00072884,0.00072884,0.00072884
323,10417.6,0.14092,0.11619,0.0383,0.11896,0.85715,0.99975,1,0.995,0.94174,0.99975,1,0.995,0.97214,0.33018,0.20186,0.07423,0.22285,0.68009,0.00072488,0.00072488,0.00072488
324,10449.7,0.14126,0.1164,0.03514,0.11977,0.85661,0.99976,1,0.995,0.94377,0.99976,1,0.995,0.97521,0.31311,0.19504,0.08111,0.20787,0.66795,0.00072092,0.00072092,0.00072092
325,10481.6,0.13479,0.11087,0.03547,0.11905,0.85938,0.99976,1,0.995,0.94629,0.99976,1,0.995,0.9744,0.31576,0.18152,0.07248,0.21655,0.67503,0.00071696,0.00071696,0.00071696
326,10513.8,0.13756,0.11546,0.03486,0.11639,0.86002,0.99976,1,0.995,0.95215,0.99976,1,0.995,0.96772,0.30264,0.1805,0.07448,0.2215,0.66566,0.000713,0.000713,0.000713
327,10545.6,0.13414,0.11683,0.03352,0.11483,0.85239,0.99976,1,0.995,0.95062,0.99976,1,0.995,0.97082,0.29923,0.1876,0.07853,0.21517,0.65238,0.00070904,0.00070904,0.00070904
328,10577.8,0.13336,0.11082,0.03393,0.11283,0.8626,0.99975,1,0.995,0.95414,0.99975,1,0.995,0.96653,0.29839,0.18402,0.07099,0.21154,0.65194,0.00070508,0.00070508,0.00070508
329,10609.7,0.13666,0.10983,0.03491,0.11429,0.85982,0.99975,1,0.995,0.94284,0.99975,1,0.995,0.96369,0.30622,0.17289,0.07076,0.21108,0.65771,0.00070112,0.00070112,0.00070112
330,10641.8,0.1303,0.10985,0.03654,0.11336,0.84997,0.99976,1,0.995,0.94415,0.99976,1,0.995,0.97076,0.30149,0.15969,0.06595,0.20654,0.65414,0.00069716,0.00069716,0.00069716
331,10673.5,0.13023,0.10467,0.03262,0.11283,0.8548,0.99975,1,0.995,0.94298,0.99975,1,0.995,0.9768,0.2983,0.15175,0.0631,0.2062,0.64989,0.0006932,0.0006932,0.0006932
332,10705.6,0.13939,0.10883,0.03438,0.11417,0.85749,0.99975,1,0.995,0.94603,0.99975,1,0.995,0.97928,0.30022,0.15681,0.06215,0.20675,0.64866,0.00068924,0.00068924,0.00068924
333,10737.2,0.13959,0.11563,0.03575,0.11555,0.8549,0.99976,1,0.995,0.94213,0.99976,1,0.995,0.96975,0.30809,0.16485,0.06453,0.20309,0.64892,0.00068528,0.00068528,0.00068528
334,10769.3,0.13492,0.11639,0.03348,0.11411,0.85532,0.99974,1,0.995,0.94672,0.99974,1,0.995,0.97453,0.30233,0.15339,0.05747,0.20074,0.64962,0.00068132,0.00068132,0.00068132
335,10800.9,0.13718,0.10625,0.03362,0.11347,0.8468,0.99974,1,0.995,0.94386,0.99974,1,0.995,0.96953,0.31561,0.1631,0.06441,0.20568,0.66904,0.00067736,0.00067736,0.00067736
336,10833.2,0.14203,0.11625,0.0349,0.11668,0.85569,0.99975,1,0.995,0.94203,0.99975,1,0.995,0.97613,0.32296,0.16599,0.07087,0.21249,0.67751,0.0006734,0.0006734,0.0006734
337,10864.8,0.13663,0.13371,0.03712,0.11586,0.86017,0.99976,1,0.995,0.94043,0.99976,1,0.995,0.97372,0.31401,0.16764,0.06623,0.20815,0.66382,0.00066944,0.00066944,0.00066944
338,10896.6,0.13498,0.11718,0.03114,0.11624,0.85206,0.99975,1,0.995,0.94209,0.99975,1,0.995,0.97425,0.31013,0.17627,0.06738,0.20755,0.66875,0.00066548,0.00066548,0.00066548
339,10928.6,0.12977,0.10846,0.03158,0.11451,0.85466,0.99975,1,0.995,0.94511,0.99975,1,0.995,0.97387,0.31005,0.18958,0.06594,0.2081,0.66534,0.00066152,0.00066152,0.00066152
340,10960.9,0.13121,0.10523,0.03501,0.11333,0.85729,0.99974,1,0.995,0.94552,0.99974,1,0.995,0.96995,0.31369,0.18288,0.06672,0.20228,0.66877,0.00065756,0.00065756,0.00065756
341,10993.2,0.13722,0.09816,0.03368,0.11543,0.85466,0.99975,1,0.995,0.9464,0.99975,1,0.995,0.97527,0.31159,0.17348,0.06483,0.19818,0.66533,0.0006536,0.0006536,0.0006536
342,11025.5,0.13254,0.09983,0.03195,0.11081,0.84957,0.99976,1,0.995,0.94807,0.99976,1,0.995,0.9736,0.30503,0.16953,0.06193,0.19258,0.65458,0.00064964,0.00064964,0.00064964
343,11057.4,0.13141,0.10862,0.03467,0.10933,0.85399,0.99975,1,0.995,0.95205,0.99975,1,0.995,0.97726,0.30458,0.15522,0.05753,0.19239,0.6502,0.00064568,0.00064568,0.00064568
344,11091.3,0.12628,0.14751,0.03413,0.10712,0.85925,0.99975,1,0.995,0.94617,0.99975,1,0.995,0.97672,0.30552,0.1494,0.0567,0.19567,0.65239,0.00064172,0.00064172,0.00064172
345,11123.6,0.12991,0.10782,0.03266,0.10594,0.84678,0.99975,1,0.995,0.94388,0.99975,1,0.995,0.97821,0.30604,0.15084,0.05542,0.20047,0.65247,0.00063776,0.00063776,0.00063776
346,11155.8,0.13397,0.10759,0.03318,0.11191,0.85704,0.99976,1,0.995,0.94752,0.99976,1,0.995,0.97107,0.30948,0.16008,0.05772,0.2005,0.65717,0.0006338,0.0006338,0.0006338
347,11188.1,0.12581,0.10268,0.0344,0.1083,0.85215,0.99975,1,0.995,0.94635,0.99975,1,0.995,0.97637,0.30411,0.15953,0.05842,0.19353,0.65205,0.00062984,0.00062984,0.00062984
348,11220.2,0.13246,0.11017,0.03468,0.11026,0.8498,0.99976,1,0.995,0.943,0.99976,1,0.995,0.9725,0.30182,0.16119,0.0524,0.18827,0.65042,0.00062588,0.00062588,0.00062588
349,11252.6,0.12981,0.09852,0.0337,0.10865,0.84569,0.99976,1,0.995,0.94562,0.99976,1,0.995,0.97126,0.30435,0.16064,0.05139,0.17985,0.65174,0.00062192,0.00062192,0.00062192
350,11284.7,0.13222,0.10993,0.03466,0.10946,0.85882,0.99976,1,0.995,0.94688,0.99976,1,0.995,0.96717,0.30454,0.16443,0.05814,0.19567,0.65327,0.00061796,0.00061796,0.00061796
351,11316.8,0.13151,0.10473,0.03367,0.11023,0.84449,0.99976,1,0.995,0.94212,0.99976,1,0.995,0.96462,0.30034,0.16814,0.06,0.19437,0.64957,0.000614,0.000614,0.000614
352,11348.8,0.12854,0.10107,0.03481,0.10938,0.85109,0.99976,1,0.995,0.94155,0.99976,1,0.995,0.9631,0.30106,0.16548,0.05619,0.19256,0.6508,0.00061004,0.00061004,0.00061004
353,11379.7,0.12528,0.10397,0.03285,0.10632,0.85169,0.99976,1,0.995,0.94346,0.99976,1,0.995,0.96247,0.30126,0.16656,0.05373,0.18765,0.65438,0.00060608,0.00060608,0.00060608
354,11411,0.13121,0.10627,0.03116,0.10958,0.8486,0.99974,1,0.995,0.94833,0.99974,1,0.995,0.96796,0.30112,0.16028,0.05081,0.18274,0.65498,0.00060212,0.00060212,0.00060212
355,11443.2,0.12766,0.10244,0.03259,0.10765,0.85319,0.99974,1,0.995,0.95075,0.99974,1,0.995,0.9684,0.30154,0.16242,0.05444,0.18404,0.6532,0.00059816,0.00059816,0.00059816
356,11476.2,0.12327,0.09911,0.03336,0.10523,0.85182,0.99975,1,0.995,0.95053,0.99975,1,0.995,0.9693,0.30109,0.1615,0.05315,0.18384,0.65261,0.0005942,0.0005942,0.0005942
357,11508.6,0.11966,0.0945,0.03233,0.10435,0.8494,0.99975,1,0.995,0.94927,0.99975,1,0.995,0.9682,0.29828,0.16012,0.05135,0.1768,0.65023,0.00059024,0.00059024,0.00059024
358,11540.8,0.11821,0.099,0.03113,0.10199,0.84885,0.99974,1,0.995,0.9487,0.99974,1,0.995,0.96759,0.30185,0.1515,0.05467,0.17781,0.65183,0.00058628,0.00058628,0.00058628
359,11572.9,0.11728,0.09655,0.03248,0.10377,0.85533,0.99976,1,0.995,0.94643,0.99976,1,0.995,0.97259,0.30167,0.14859,0.05091,0.17303,0.65253,0.00058232,0.00058232,0.00058232
360,11605.4,0.11851,0.09244,0.03173,0.10361,0.85558,0.99974,1,0.995,0.95031,0.99974,1,0.995,0.9738,0.29654,0.15007,0.0507,0.17336,0.64436,0.00057836,0.00057836,0.00057836
361,11637.6,0.11774,0.09403,0.03139,0.10218,0.85131,0.99974,1,0.995,0.95077,0.99974,1,0.995,0.96947,0.2985,0.145,0.04844,0.17699,0.64648,0.0005744,0.0005744,0.0005744
362,11670,0.11973,0.09314,0.0314,0.10431,0.84393,0.99975,1,0.995,0.95089,0.99975,1,0.995,0.96588,0.29927,0.15082,0.04802,0.17855,0.64446,0.00057044,0.00057044,0.00057044
363,11702.2,0.12203,0.09213,0.03259,0.10347,0.85259,0.99975,1,0.995,0.94809,0.99975,1,0.995,0.96512,0.29655,0.15172,0.04455,0.17295,0.63744,0.00056648,0.00056648,0.00056648
364,11734.6,0.12369,0.09432,0.0314,0.10348,0.85685,0.99976,1,0.995,0.9453,0.99976,1,0.995,0.96507,0.29414,0.14769,0.04647,0.17459,0.63889,0.00056252,0.00056252,0.00056252
365,11766.7,0.12012,0.101,0.03228,0.10501,0.8423,0.99976,1,0.995,0.94574,0.99976,1,0.995,0.96864,0.29294,0.14775,0.0476,0.17137,0.64051,0.00055856,0.00055856,0.00055856
366,11799,0.12122,0.09493,0.03184,0.10305,0.85266,0.99976,1,0.995,0.94537,0.99976,1,0.995,0.96959,0.29268,0.14899,0.04514,0.16783,0.63968,0.0005546,0.0005546,0.0005546
367,11831,0.11763,0.09411,0.03302,0.10161,0.8479,1,1,0.995,0.94794,1,1,0.995,0.96946,0.28907,0.15438,0.04484,0.16694,0.6375,0.00055064,0.00055064,0.00055064
368,11863.3,0.12421,0.09698,0.03245,0.10523,0.85347,0.99976,1,0.995,0.95032,0.99976,1,0.995,0.97036,0.28688,0.16115,0.04491,0.17013,0.63408,0.00054668,0.00054668,0.00054668
369,11895.7,0.12405,0.0882,0.03195,0.10438,0.85413,0.99976,1,0.995,0.94918,0.99976,1,0.995,0.97048,0.28354,0.15748,0.04898,0.17072,0.63012,0.00054272,0.00054272,0.00054272
370,11928.2,0.12039,0.09264,0.03373,0.1039,0.8514,0.99975,1,0.995,0.9456,0.99975,1,0.995,0.96742,0.29243,0.15361,0.04753,0.17905,0.64035,0.00053876,0.00053876,0.00053876
371,11960.4,0.11515,0.08584,0.03103,0.103,0.84669,0.99975,1,0.995,0.94755,0.99975,1,0.995,0.96964,0.28977,0.14759,0.04568,0.17211,0.63898,0.0005348,0.0005348,0.0005348
372,11992.8,0.11872,0.09297,0.03055,0.10143,0.85268,0.99975,1,0.995,0.94816,0.99975,1,0.995,0.96674,0.2851,0.14964,0.04491,0.16413,0.63524,0.00053084,0.00053084,0.00053084
373,12024.6,0.12025,0.08361,0.03229,0.10261,0.84278,0.99974,1,0.995,0.95012,0.99974,1,0.995,0.96813,0.2916,0.1444,0.04591,0.17294,0.64419,0.00052688,0.00052688,0.00052688
374,12056.9,0.12451,0.09773,0.03188,0.10433,0.84795,0.99975,1,0.995,0.94626,0.99975,1,0.995,0.97769,0.30102,0.13843,0.04355,0.18029,0.64986,0.00052292,0.00052292,0.00052292
375,12089.1,0.12193,0.0903,0.03223,0.10112,0.85408,0.99976,1,0.995,0.94887,0.99976,1,0.995,0.98033,0.29634,0.1267,0.04321,0.17812,0.6493,0.00051896,0.00051896,0.00051896
376,12121.5,0.11955,0.0852,0.02998,0.10242,0.8465,0.99976,1,0.995,0.95192,0.99976,1,0.995,0.97408,0.28934,0.12693,0.04617,0.17317,0.64375,0.000515,0.000515,0.000515
